location,date,iso_code,total_cases,total_deaths,new_cases,new_deaths,new_cases_smoothed,new_deaths_smoothed,new_cases_per_million,total_cases_per_million,new_cases_smoothed_per_million,new_deaths_per_million,total_deaths_per_million,new_deaths_smoothed_per_million
Africa,2022-05-01,OWID_AFR,41.0,2.0,2.0,0.0,0.29,0.0,0.001,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-02,OWID_AFR,41.0,2.0,0.0,0.0,0.29,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-03,OWID_AFR,41.0,2.0,0.0,0.0,0.29,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-04,OWID_AFR,41.0,2.0,0.0,0.0,0.29,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-05,OWID_AFR,41.0,2.0,0.0,0.0,0.29,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-06,OWID_AFR,41.0,2.0,0.0,0.0,0.29,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-07,OWID_AFR,41.0,2.0,0.0,0.0,0.29,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-08,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-09,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-10,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-11,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-12,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-13,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-14,OWID_AFR,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.00141,0.0
Africa,2022-05-15,OWID_AFR,45.0,2.0,4.0,0.0,0.57,0.0,0.003,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-16,OWID_AFR,45.0,2.0,0.0,0.0,0.57,0.0,0.0,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-17,OWID_AFR,45.0,2.0,0.0,0.0,0.57,0.0,0.0,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-18,OWID_AFR,45.0,2.0,0.0,0.0,0.57,0.0,0.0,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-19,OWID_AFR,45.0,2.0,0.0,0.0,0.57,0.0,0.0,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-20,OWID_AFR,45.0,2.0,0.0,0.0,0.57,0.0,0.0,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-21,OWID_AFR,45.0,2.0,0.0,0.0,0.57,0.0,0.0,0.032,0.0,0.0,0.00141,0.0
Africa,2022-05-22,OWID_AFR,47.0,2.0,2.0,0.0,0.29,0.0,0.001,0.033,0.0,0.0,0.00141,0.0
Africa,2022-05-23,OWID_AFR,47.0,2.0,0.0,0.0,0.29,0.0,0.0,0.033,0.0,0.0,0.00141,0.0
Africa,2022-05-24,OWID_AFR,47.0,2.0,0.0,0.0,0.29,0.0,0.0,0.033,0.0,0.0,0.00141,0.0
Africa,2022-05-25,OWID_AFR,47.0,2.0,0.0,0.0,0.29,0.0,0.0,0.033,0.0,0.0,0.00141,0.0
Africa,2022-05-26,OWID_AFR,47.0,2.0,0.0,0.0,0.29,0.0,0.0,0.033,0.0,0.0,0.00141,0.0
Africa,2022-05-27,OWID_AFR,47.0,2.0,0.0,0.0,0.29,0.0,0.0,0.033,0.0,0.0,0.0014,0.0
Africa,2022-05-28,OWID_AFR,47.0,2.0,0.0,0.0,0.29,0.0,0.0,0.033,0.0,0.0,0.0014,0.0
Africa,2022-05-29,OWID_AFR,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0014,0.0
Africa,2022-05-30,OWID_AFR,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0014,0.0
Africa,2022-05-31,OWID_AFR,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0014,0.0
Africa,2022-06-01,OWID_AFR,47.0,2.0,0.0,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0014,0.0
Africa,2022-06-02,OWID_AFR,48.0,2.0,1.0,0.0,0.14,0.0,0.001,0.034,0.0,0.0,0.0014,0.0
Africa,2022-06-03,OWID_AFR,48.0,2.0,0.0,0.0,0.14,0.0,0.0,0.034,0.0,0.0,0.0014,0.0
Africa,2022-06-04,OWID_AFR,48.0,2.0,0.0,0.0,0.14,0.0,0.0,0.034,0.0,0.0,0.0014,0.0
Africa,2022-06-05,OWID_AFR,66.0,3.0,18.0,1.0,2.71,0.14,0.013,0.046,0.002,0.0007,0.00211,0.0001
Africa,2022-06-06,OWID_AFR,66.0,3.0,0.0,0.0,2.71,0.14,0.0,0.046,0.002,0.0,0.00211,0.0001
Africa,2022-06-07,OWID_AFR,66.0,3.0,0.0,0.0,2.71,0.14,0.0,0.046,0.002,0.0,0.00211,0.0001
Africa,2022-06-08,OWID_AFR,66.0,3.0,0.0,0.0,2.71,0.14,0.0,0.046,0.002,0.0,0.00211,0.0001
Africa,2022-06-09,OWID_AFR,66.0,3.0,0.0,0.0,2.57,0.14,0.0,0.046,0.002,0.0,0.00211,0.0001
Africa,2022-06-10,OWID_AFR,66.0,3.0,0.0,0.0,2.57,0.14,0.0,0.046,0.002,0.0,0.00211,0.0001
Africa,2022-06-11,OWID_AFR,66.0,3.0,0.0,0.0,2.57,0.14,0.0,0.046,0.002,0.0,0.00211,0.0001
Africa,2022-06-12,OWID_AFR,83.0,3.0,17.0,0.0,2.43,0.0,0.012,0.058,0.002,0.0,0.00211,0.0
Africa,2022-06-13,OWID_AFR,83.0,3.0,0.0,0.0,2.43,0.0,0.0,0.058,0.002,0.0,0.00211,0.0
Africa,2022-06-14,OWID_AFR,83.0,3.0,0.0,0.0,2.43,0.0,0.0,0.058,0.002,0.0,0.0021,0.0
Africa,2022-06-15,OWID_AFR,83.0,3.0,0.0,0.0,2.43,0.0,0.0,0.058,0.002,0.0,0.0021,0.0
Africa,2022-06-16,OWID_AFR,83.0,3.0,0.0,0.0,2.43,0.0,0.0,0.058,0.002,0.0,0.0021,0.0
Africa,2022-06-17,OWID_AFR,83.0,3.0,0.0,0.0,2.43,0.0,0.0,0.058,0.002,0.0,0.0021,0.0
Africa,2022-06-18,OWID_AFR,83.0,3.0,0.0,0.0,2.43,0.0,0.0,0.058,0.002,0.0,0.0021,0.0
Africa,2022-06-19,OWID_AFR,95.0,3.0,12.0,0.0,1.71,0.0,0.008,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-20,OWID_AFR,95.0,3.0,0.0,0.0,1.71,0.0,0.0,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-21,OWID_AFR,95.0,3.0,0.0,0.0,1.71,0.0,0.0,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-22,OWID_AFR,95.0,3.0,0.0,0.0,1.71,0.0,0.0,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-23,OWID_AFR,95.0,3.0,0.0,0.0,1.71,0.0,0.0,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-24,OWID_AFR,95.0,3.0,0.0,0.0,1.71,0.0,0.0,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-25,OWID_AFR,95.0,3.0,0.0,0.0,1.71,0.0,0.0,0.067,0.001,0.0,0.0021,0.0
Africa,2022-06-26,OWID_AFR,121.0,3.0,26.0,0.0,3.71,0.0,0.018,0.085,0.003,0.0,0.0021,0.0
Africa,2022-06-27,OWID_AFR,121.0,3.0,0.0,0.0,3.71,0.0,0.0,0.085,0.003,0.0,0.0021,0.0
Africa,2022-06-28,OWID_AFR,121.0,3.0,0.0,0.0,3.71,0.0,0.0,0.085,0.003,0.0,0.0021,0.0
Africa,2022-06-29,OWID_AFR,121.0,3.0,0.0,0.0,3.71,0.0,0.0,0.085,0.003,0.0,0.0021,0.0
Africa,2022-06-30,OWID_AFR,121.0,3.0,0.0,0.0,3.71,0.0,0.0,0.085,0.003,0.0,0.0021,0.0
Africa,2022-07-01,OWID_AFR,121.0,3.0,0.0,0.0,3.71,0.0,0.0,0.085,0.003,0.0,0.0021,0.0
Africa,2022-07-02,OWID_AFR,121.0,3.0,0.0,0.0,3.71,0.0,0.0,0.085,0.003,0.0,0.0021,0.0
Africa,2022-07-03,OWID_AFR,151.0,4.0,30.0,1.0,4.29,0.14,0.021,0.106,0.003,0.0007,0.0028,0.0001
Africa,2022-07-04,OWID_AFR,151.0,4.0,0.0,0.0,4.29,0.14,0.0,0.106,0.003,0.0,0.0028,0.0001
Africa,2022-07-05,OWID_AFR,151.0,4.0,0.0,0.0,4.29,0.14,0.0,0.106,0.003,0.0,0.0028,0.0001
Africa,2022-07-06,OWID_AFR,151.0,4.0,0.0,0.0,4.29,0.14,0.0,0.106,0.003,0.0,0.0028,0.0001
Africa,2022-07-07,OWID_AFR,151.0,4.0,0.0,0.0,4.29,0.14,0.0,0.106,0.003,0.0,0.0028,0.0001
Africa,2022-07-08,OWID_AFR,151.0,4.0,0.0,0.0,4.29,0.14,0.0,0.106,0.003,0.0,0.0028,0.0001
Africa,2022-07-09,OWID_AFR,151.0,4.0,0.0,0.0,4.29,0.14,0.0,0.106,0.003,0.0,0.0028,0.0001
Africa,2022-07-10,OWID_AFR,173.0,4.0,22.0,0.0,3.14,0.0,0.015,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-11,OWID_AFR,173.0,4.0,0.0,0.0,3.14,0.0,0.0,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-12,OWID_AFR,173.0,4.0,0.0,0.0,3.14,0.0,0.0,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-13,OWID_AFR,173.0,4.0,0.0,0.0,3.14,0.0,0.0,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-14,OWID_AFR,173.0,4.0,0.0,0.0,3.14,0.0,0.0,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-15,OWID_AFR,173.0,4.0,0.0,0.0,3.14,0.0,0.0,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-16,OWID_AFR,173.0,4.0,0.0,0.0,3.14,0.0,0.0,0.121,0.002,0.0,0.0028,0.0
Africa,2022-07-17,OWID_AFR,195.0,4.0,22.0,0.0,3.14,0.0,0.015,0.137,0.002,0.0,0.0028,0.0
Africa,2022-07-18,OWID_AFR,195.0,4.0,0.0,0.0,3.14,0.0,0.0,0.137,0.002,0.0,0.0028,0.0
Africa,2022-07-19,OWID_AFR,195.0,4.0,0.0,0.0,3.14,0.0,0.0,0.137,0.002,0.0,0.0028,0.0
Africa,2022-07-20,OWID_AFR,195.0,4.0,0.0,0.0,3.14,0.0,0.0,0.137,0.002,0.0,0.0028,0.0
Africa,2022-07-21,OWID_AFR,195.0,4.0,0.0,0.0,3.14,0.0,0.0,0.136,0.002,0.0,0.0028,0.0
Africa,2022-07-22,OWID_AFR,195.0,4.0,0.0,0.0,3.14,0.0,0.0,0.136,0.002,0.0,0.0028,0.0
Africa,2022-07-23,OWID_AFR,195.0,4.0,0.0,0.0,3.14,0.0,0.0,0.136,0.002,0.0,0.0028,0.0
Africa,2022-07-24,OWID_AFR,212.0,4.0,17.0,0.0,2.43,0.0,0.012,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-25,OWID_AFR,212.0,4.0,0.0,0.0,2.43,0.0,0.0,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-26,OWID_AFR,212.0,4.0,0.0,0.0,2.43,0.0,0.0,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-27,OWID_AFR,212.0,4.0,0.0,0.0,2.43,0.0,0.0,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-28,OWID_AFR,212.0,4.0,0.0,0.0,2.43,0.0,0.0,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-29,OWID_AFR,212.0,4.0,0.0,0.0,2.43,0.0,0.0,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-30,OWID_AFR,212.0,4.0,0.0,0.0,2.43,0.0,0.0,0.148,0.002,0.0,0.0028,0.0
Africa,2022-07-31,OWID_AFR,253.0,5.0,41.0,1.0,5.86,0.14,0.029,0.177,0.004,0.0007,0.0035,0.0001
Africa,2022-08-01,OWID_AFR,254.0,5.0,1.0,0.0,6.0,0.14,0.001,0.178,0.004,0.0,0.0035,0.0001
Africa,2022-08-02,OWID_AFR,254.0,5.0,0.0,0.0,6.0,0.14,0.0,0.178,0.004,0.0,0.0035,0.0001
Africa,2022-08-03,OWID_AFR,254.0,5.0,0.0,0.0,6.0,0.14,0.0,0.178,0.004,0.0,0.0035,0.0001
Africa,2022-08-04,OWID_AFR,254.0,5.0,0.0,0.0,6.0,0.14,0.0,0.178,0.004,0.0,0.0035,0.0001
Africa,2022-08-05,OWID_AFR,254.0,5.0,0.0,0.0,6.0,0.14,0.0,0.178,0.004,0.0,0.0035,0.0001
Africa,2022-08-06,OWID_AFR,254.0,5.0,0.0,0.0,6.0,0.14,0.0,0.178,0.004,0.0,0.0035,0.0001
Africa,2022-08-07,OWID_AFR,274.0,8.0,20.0,3.0,3.0,0.43,0.014,0.192,0.002,0.0021,0.00559,0.0003
Africa,2022-08-08,OWID_AFR,274.0,8.0,0.0,0.0,2.86,0.43,0.0,0.192,0.002,0.0,0.00559,0.0003
Africa,2022-08-09,OWID_AFR,274.0,8.0,0.0,0.0,2.86,0.43,0.0,0.192,0.002,0.0,0.00559,0.0003
Africa,2022-08-10,OWID_AFR,275.0,8.0,1.0,0.0,3.0,0.43,0.001,0.192,0.002,0.0,0.00559,0.0003
Africa,2022-08-11,OWID_AFR,275.0,8.0,0.0,0.0,3.0,0.43,0.0,0.192,0.002,0.0,0.00559,0.0003
Africa,2022-08-12,OWID_AFR,275.0,8.0,0.0,0.0,3.0,0.43,0.0,0.192,0.002,0.0,0.00559,0.0003
Africa,2022-08-13,OWID_AFR,275.0,8.0,0.0,0.0,3.0,0.43,0.0,0.192,0.002,0.0,0.00559,0.0003
Africa,2022-08-14,OWID_AFR,338.0,8.0,63.0,0.0,9.14,0.0,0.044,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-15,OWID_AFR,338.0,8.0,0.0,0.0,9.14,0.0,0.0,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-16,OWID_AFR,338.0,8.0,0.0,0.0,9.14,0.0,0.0,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-17,OWID_AFR,338.0,8.0,0.0,0.0,9.0,0.0,0.0,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-18,OWID_AFR,338.0,8.0,0.0,0.0,9.0,0.0,0.0,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-19,OWID_AFR,338.0,8.0,0.0,0.0,9.0,0.0,0.0,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-20,OWID_AFR,338.0,8.0,0.0,0.0,9.0,0.0,0.0,0.236,0.006,0.0,0.00559,0.0
Africa,2022-08-21,OWID_AFR,371.0,13.0,33.0,5.0,4.71,0.71,0.023,0.259,0.003,0.00349,0.00908,0.0005
Africa,2022-08-22,OWID_AFR,371.0,13.0,0.0,0.0,4.71,0.71,0.0,0.259,0.003,0.0,0.00908,0.0005
Africa,2022-08-23,OWID_AFR,371.0,13.0,0.0,0.0,4.71,0.71,0.0,0.259,0.003,0.0,0.00908,0.0005
Africa,2022-08-24,OWID_AFR,371.0,13.0,0.0,0.0,4.71,0.71,0.0,0.259,0.003,0.0,0.00908,0.0005
Africa,2022-08-25,OWID_AFR,371.0,13.0,0.0,0.0,4.71,0.71,0.0,0.259,0.003,0.0,0.00908,0.0005
Africa,2022-08-26,OWID_AFR,371.0,13.0,0.0,0.0,4.71,0.71,0.0,0.259,0.003,0.0,0.00908,0.0005
Africa,2022-08-27,OWID_AFR,371.0,13.0,0.0,0.0,4.71,0.71,0.0,0.259,0.003,0.0,0.00908,0.0005
Africa,2022-08-28,OWID_AFR,415.0,13.0,44.0,0.0,6.29,0.0,0.031,0.29,0.004,0.0,0.00908,0.0
Africa,2022-08-29,OWID_AFR,417.0,13.0,2.0,0.0,6.57,0.0,0.001,0.291,0.005,0.0,0.00908,0.0
Africa,2022-08-30,OWID_AFR,417.0,13.0,0.0,0.0,6.57,0.0,0.0,0.291,0.005,0.0,0.00908,0.0
Africa,2022-08-31,OWID_AFR,417.0,13.0,0.0,0.0,6.57,0.0,0.0,0.291,0.005,0.0,0.00908,0.0
Africa,2022-09-01,OWID_AFR,417.0,13.0,0.0,0.0,6.57,0.0,0.0,0.291,0.005,0.0,0.00908,0.0
Africa,2022-09-02,OWID_AFR,417.0,13.0,0.0,0.0,6.57,0.0,0.0,0.291,0.005,0.0,0.00907,0.0
Africa,2022-09-03,OWID_AFR,417.0,13.0,0.0,0.0,6.57,0.0,0.0,0.291,0.005,0.0,0.00907,0.0
Africa,2022-09-04,OWID_AFR,461.0,14.0,44.0,1.0,6.57,0.14,0.031,0.322,0.005,0.0007,0.00977,0.0001
Africa,2022-09-05,OWID_AFR,461.0,14.0,0.0,0.0,6.29,0.14,0.0,0.322,0.004,0.0,0.00977,0.0001
Africa,2022-09-06,OWID_AFR,463.0,14.0,2.0,0.0,6.57,0.14,0.001,0.323,0.005,0.0,0.00977,0.0001
Africa,2022-09-07,OWID_AFR,463.0,14.0,0.0,0.0,6.57,0.14,0.0,0.323,0.005,0.0,0.00977,0.0001
Africa,2022-09-08,OWID_AFR,463.0,14.0,0.0,0.0,6.57,0.14,0.0,0.323,0.005,0.0,0.00977,0.0001
Africa,2022-09-09,OWID_AFR,463.0,14.0,0.0,0.0,6.57,0.14,0.0,0.323,0.005,0.0,0.00977,0.0001
Africa,2022-09-10,OWID_AFR,464.0,14.0,1.0,0.0,6.71,0.14,0.001,0.324,0.005,0.0,0.00977,0.0001
Africa,2022-09-11,OWID_AFR,503.0,14.0,39.0,0.0,6.0,0.0,0.027,0.351,0.004,0.0,0.00977,0.0
Africa,2022-09-12,OWID_AFR,503.0,14.0,0.0,0.0,6.0,0.0,0.0,0.351,0.004,0.0,0.00977,0.0
Africa,2022-09-13,OWID_AFR,503.0,14.0,0.0,0.0,5.71,0.0,0.0,0.351,0.004,0.0,0.00977,0.0
Africa,2022-09-14,OWID_AFR,503.0,14.0,0.0,0.0,5.71,0.0,0.0,0.351,0.004,0.0,0.00977,0.0
Africa,2022-09-15,OWID_AFR,505.0,15.0,2.0,1.0,6.0,0.14,0.001,0.352,0.004,0.0007,0.01046,0.0001
Africa,2022-09-16,OWID_AFR,505.0,15.0,0.0,0.0,6.0,0.14,0.0,0.352,0.004,0.0,0.01046,0.0001
Africa,2022-09-17,OWID_AFR,505.0,15.0,0.0,0.0,5.86,0.14,0.0,0.352,0.004,0.0,0.01046,0.0001
Africa,2022-09-18,OWID_AFR,559.0,15.0,54.0,0.0,8.0,0.14,0.038,0.39,0.006,0.0,0.01046,0.0001
Africa,2022-09-19,OWID_AFR,559.0,15.0,0.0,0.0,8.0,0.14,0.0,0.39,0.006,0.0,0.01046,0.0001
Africa,2022-09-20,OWID_AFR,559.0,15.0,0.0,0.0,8.0,0.14,0.0,0.39,0.006,0.0,0.01046,0.0001
Africa,2022-09-21,OWID_AFR,560.0,15.0,1.0,0.0,8.14,0.14,0.001,0.39,0.006,0.0,0.01046,0.0001
Africa,2022-09-22,OWID_AFR,560.0,15.0,0.0,0.0,7.86,0.0,0.0,0.39,0.005,0.0,0.01046,0.0
Africa,2022-09-23,OWID_AFR,560.0,15.0,0.0,0.0,7.86,0.0,0.0,0.39,0.005,0.0,0.01046,0.0
Africa,2022-09-24,OWID_AFR,560.0,15.0,0.0,0.0,7.86,0.0,0.0,0.39,0.005,0.0,0.01046,0.0
Africa,2022-09-25,OWID_AFR,623.0,15.0,63.0,0.0,9.14,0.0,0.044,0.434,0.006,0.0,0.01046,0.0
Africa,2022-09-26,OWID_AFR,623.0,15.0,0.0,0.0,9.14,0.0,0.0,0.434,0.006,0.0,0.01045,0.0
Africa,2022-09-27,OWID_AFR,624.0,15.0,1.0,0.0,9.29,0.0,0.001,0.435,0.006,0.0,0.01045,0.0
Africa,2022-09-28,OWID_AFR,624.0,15.0,0.0,0.0,9.14,0.0,0.0,0.435,0.006,0.0,0.01045,0.0
Africa,2022-09-29,OWID_AFR,624.0,15.0,0.0,0.0,9.14,0.0,0.0,0.435,0.006,0.0,0.01045,0.0
Africa,2022-09-30,OWID_AFR,624.0,15.0,0.0,0.0,9.14,0.0,0.0,0.435,0.006,0.0,0.01045,0.0
Africa,2022-10-01,OWID_AFR,634.0,15.0,10.0,0.0,10.57,0.0,0.007,0.442,0.007,0.0,0.01045,0.0
Africa,2022-10-02,OWID_AFR,663.0,15.0,29.0,0.0,5.71,0.0,0.02,0.462,0.004,0.0,0.01045,0.0
Africa,2022-10-03,OWID_AFR,663.0,15.0,0.0,0.0,5.71,0.0,0.0,0.462,0.004,0.0,0.01045,0.0
Africa,2022-10-04,OWID_AFR,663.0,15.0,0.0,0.0,5.57,0.0,0.0,0.462,0.004,0.0,0.01045,0.0
Africa,2022-10-05,OWID_AFR,663.0,15.0,0.0,0.0,5.57,0.0,0.0,0.462,0.004,0.0,0.01045,0.0
Africa,2022-10-06,OWID_AFR,663.0,15.0,0.0,0.0,5.57,0.0,0.0,0.462,0.004,0.0,0.01045,0.0
Africa,2022-10-07,OWID_AFR,663.0,15.0,0.0,0.0,5.57,0.0,0.0,0.462,0.004,0.0,0.01045,0.0
Africa,2022-10-08,OWID_AFR,663.0,15.0,0.0,0.0,4.14,0.0,0.0,0.462,0.003,0.0,0.01045,0.0
Africa,2022-10-09,OWID_AFR,712.0,15.0,49.0,0.0,7.0,0.0,0.034,0.496,0.005,0.0,0.01045,0.0
Africa,2022-10-10,OWID_AFR,712.0,15.0,0.0,0.0,7.0,0.0,0.0,0.496,0.005,0.0,0.01045,0.0
Africa,2022-10-11,OWID_AFR,712.0,15.0,0.0,0.0,7.0,0.0,0.0,0.496,0.005,0.0,0.01044,0.0
Africa,2022-10-12,OWID_AFR,712.0,15.0,0.0,0.0,7.0,0.0,0.0,0.496,0.005,0.0,0.01044,0.0
Africa,2022-10-13,OWID_AFR,712.0,15.0,0.0,0.0,7.0,0.0,0.0,0.496,0.005,0.0,0.01044,0.0
Africa,2022-10-14,OWID_AFR,712.0,15.0,0.0,0.0,7.0,0.0,0.0,0.496,0.005,0.0,0.01044,0.0
Africa,2022-10-15,OWID_AFR,712.0,15.0,0.0,0.0,7.0,0.0,0.0,0.496,0.005,0.0,0.01044,0.0
Africa,2022-10-16,OWID_AFR,740.0,15.0,28.0,0.0,4.0,0.0,0.019,0.515,0.003,0.0,0.01044,0.0
Africa,2022-10-17,OWID_AFR,740.0,15.0,0.0,0.0,4.0,0.0,0.0,0.515,0.003,0.0,0.01044,0.0
Africa,2022-10-18,OWID_AFR,740.0,15.0,0.0,0.0,4.0,0.0,0.0,0.515,0.003,0.0,0.01044,0.0
Africa,2022-10-19,OWID_AFR,741.0,15.0,1.0,0.0,4.14,0.0,0.001,0.516,0.003,0.0,0.01044,0.0
Africa,2022-10-20,OWID_AFR,741.0,15.0,0.0,0.0,4.14,0.0,0.0,0.516,0.003,0.0,0.01044,0.0
Africa,2022-10-21,OWID_AFR,741.0,15.0,0.0,0.0,4.14,0.0,0.0,0.516,0.003,0.0,0.01044,0.0
Africa,2022-10-22,OWID_AFR,741.0,15.0,0.0,0.0,4.14,0.0,0.0,0.516,0.003,0.0,0.01044,0.0
Africa,2022-10-23,OWID_AFR,772.0,16.0,31.0,1.0,4.57,0.14,0.022,0.537,0.003,0.0007,0.01113,0.0001
Africa,2022-10-24,OWID_AFR,772.0,16.0,0.0,0.0,4.57,0.14,0.0,0.537,0.003,0.0,0.01113,0.0001
Africa,2022-10-25,OWID_AFR,772.0,16.0,0.0,0.0,4.57,0.14,0.0,0.537,0.003,0.0,0.01113,0.0001
Africa,2022-10-26,OWID_AFR,772.0,16.0,0.0,0.0,4.43,0.14,0.0,0.537,0.003,0.0,0.01113,0.0001
Africa,2022-10-27,OWID_AFR,772.0,16.0,0.0,0.0,4.43,0.14,0.0,0.537,0.003,0.0,0.01113,0.0001
Africa,2022-10-28,OWID_AFR,772.0,16.0,0.0,0.0,4.43,0.14,0.0,0.537,0.003,0.0,0.01113,0.0001
Africa,2022-10-29,OWID_AFR,772.0,16.0,0.0,0.0,4.43,0.14,0.0,0.537,0.003,0.0,0.01113,0.0001
Africa,2022-10-30,OWID_AFR,799.0,16.0,27.0,0.0,3.86,0.0,0.019,0.556,0.003,0.0,0.01113,0.0
Africa,2022-10-31,OWID_AFR,799.0,16.0,0.0,0.0,3.86,0.0,0.0,0.556,0.003,0.0,0.01113,0.0
Africa,2022-11-01,OWID_AFR,799.0,16.0,0.0,0.0,3.86,0.0,0.0,0.556,0.003,0.0,0.01113,0.0
Africa,2022-11-02,OWID_AFR,799.0,16.0,0.0,0.0,3.86,0.0,0.0,0.556,0.003,0.0,0.01113,0.0
Africa,2022-11-03,OWID_AFR,799.0,16.0,0.0,0.0,3.86,0.0,0.0,0.556,0.003,0.0,0.01112,0.0
Africa,2022-11-04,OWID_AFR,799.0,16.0,0.0,0.0,3.86,0.0,0.0,0.555,0.003,0.0,0.01112,0.0
Africa,2022-11-05,OWID_AFR,799.0,16.0,0.0,0.0,3.86,0.0,0.0,0.555,0.003,0.0,0.01112,0.0
Africa,2022-11-06,OWID_AFR,819.0,16.0,20.0,0.0,2.86,0.0,0.014,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-07,OWID_AFR,819.0,16.0,0.0,0.0,2.86,0.0,0.0,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-08,OWID_AFR,819.0,16.0,0.0,0.0,2.86,0.0,0.0,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-09,OWID_AFR,819.0,16.0,0.0,0.0,2.86,0.0,0.0,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-10,OWID_AFR,819.0,16.0,0.0,0.0,2.86,0.0,0.0,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-11,OWID_AFR,819.0,16.0,0.0,0.0,2.86,0.0,0.0,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-12,OWID_AFR,819.0,16.0,0.0,0.0,2.86,0.0,0.0,0.569,0.002,0.0,0.01112,0.0
Africa,2022-11-13,OWID_AFR,836.0,16.0,17.0,0.0,2.43,0.0,0.012,0.581,0.002,0.0,0.01112,0.0
Africa,2022-11-14,OWID_AFR,836.0,16.0,0.0,0.0,2.43,0.0,0.0,0.581,0.002,0.0,0.01112,0.0
Africa,2022-11-15,OWID_AFR,836.0,16.0,0.0,0.0,2.43,0.0,0.0,0.581,0.002,0.0,0.01112,0.0
Africa,2022-11-16,OWID_AFR,836.0,16.0,0.0,0.0,2.43,0.0,0.0,0.581,0.002,0.0,0.01112,0.0
Africa,2022-11-17,OWID_AFR,836.0,16.0,0.0,0.0,2.43,0.0,0.0,0.581,0.002,0.0,0.01111,0.0
Africa,2022-11-18,OWID_AFR,836.0,16.0,0.0,0.0,2.43,0.0,0.0,0.581,0.002,0.0,0.01111,0.0
Africa,2022-11-19,OWID_AFR,836.0,16.0,0.0,0.0,2.43,0.0,0.0,0.581,0.002,0.0,0.01111,0.0
